sentiment,text
1,"maximillian62@drops_of_dmb perfectly okay, AR is a tiny little state - no a lot goes on w/i the state lines "
1,"I know this is random, - Iï¿½d pray for her  I hope our prayers are answereddennyphan: http://tumblr.com/xrj1vmz9g"
0,omg what the... for weeks i thought i needed to do 4 lesson plans....  but just now i found out that i only needed to do two.....
1,I'm kinda sleepy. might go and read #eclipse and then sleep. 
0,@chelsea_playboy i dont know  BUT ITS FIXED NOW =]
1,@junkiecat @onebreath  Shut. Up. Sausage. Ho(s).   
0,"@Tindell ha ha thank you, just can't be bothered when its so nice outside!! "
1,@technotetris He's going to thailand for a holiday  lucky him!!
1,@jakeashley oo I love gossip girl 
1,@GenderQ thanks  you too
1,@SongzYuuup Love u Trigga! Go ham or go spam! Up n here! O yeahhh! :-P Haha lol 
0,going off line for a bit - will log in via other 'broken' computer - whilst I ry and fix the wireless connection 
1,@dmolsen Which one? On what topic? Congrats! 
0,@beckycraig Oh yeah...well I shall be in school jammin'...to classical music...JOKESSSS...well actually I will be at some point 
1,@J_Monopoly Well send me a DM with a link to your music. I'll be sure to check it out later on today 
1,@sharleedoble hmm so far i love living in england...if i got homesick always have indo &amp; holland to come home to 
0,@dmbdork that link didn't work  came up w/ 4 vids that aren't moulin rouge
0,2 power outtages here at work! Dr in middle of oral surgery so its been hectic 
1,@TferThomas Well it's barely Monday here (in Canada) so I'll see after I sleep how it looks 
0,@MikeandToneRP i'm from oklahoma  lol! i need to make another video too...but i dont know what to do =/
0,man I'm so tired but I can't go to sleep while strange men are in my house  I'll just have to drink some soda to wake me up or iced tea
1,"@crystalthediva I hope u have a great day, u deserve to smile... "
1,in the office. still hearing great reports about Crazy Game Night. So glad it was a success for students and leaders 
1,@anzeodavid She must get it from her daddy!....I hope she feels better and everything is ok 
1,"@poojarazdan me knows the feeling  When i completed 5 yrs at prev job, I bent down at the entrance, and touched the floor  lol"
0,@nicole_b86 omg nicole  i know she was good but no need to admit it on this :^) av just realised weev been pure dissin maxines aunty hahah
1,sleep will b wonderful...t minus 14 minutes.  see u in my dreams twitteroos. xoxo g'nite
1,@metro_life awww..cutie.. lots of kisses back to Gucci.. n to u as well.. 
0,These girls shouldn't be going. I hope they go soft and let them stay  #masterchef
1,@justinphillip your welcomeee 
0,Can't get e-mails on iPhone all of a sudden  anybody got a clue why? Tried deleting &amp; re-adding account but still failing...
1,@drecut Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
0,Shane West is cryingggggggg. agh 
0,@nicole_b86 yuppp  twitter is pure borin tonight lol  what times bb on at?
1,@meerasapra Wow! Keep me linked on those 
0,@netnutt Website sounds cool! Sorry u have 2 work on not go 2 Rockfest!! 
1,@alegrya that is how i feel about dishes now that i have a dishwasher 
1,@amous yup 
1,"BBQ Rib &amp; Fried Chicken #Throwdown Rules: http://tiny.cc/pcSbI. Register, post by 6/26, follow &amp; link to others, tweet &amp; have FUN. "
1,"@jeffpulver That's really wonderful!! I love that too my friend, It's Great to see People putting the Social back into Social Media "
1,"@Lyrical_Lawyer yeah i'm excited! its a beatles tribute band and i looove the beatles  I also love movie nights, enjoy!!"
0,"@Farrahri that's why, i'm waiting for them toooooo  i think most of their tour will be postponed due to the H1N1 virus "
1,can't sleep.... whatever  it'll be ok ! just need to prepare my surgical jigsaw 
1,"@mattwardx i can imagine it was a pretty wicked day  havent had the chance to see him live yet, but i will, one day !!"
0,@MsJuicy313 LMAO!!! Po Midnight and Tink Tink  LOL
1,@Captblackeagle  good night . . . ? http://blip.fm/~78rrx
1,"@jodabone Cool, meet u there!  I'm gonna drive tho cause that's a long walk up the hill... lol. Before 9am they got Early Bird Specials."
0,Ugh I hate rain! 
0,@BleezyBad4 lmao you were always a jerk to me 
0,@SarahWisbey Mornings suck big time especially on rainy days 
0,@himynameisrose nah just WW2 history in general...i hate it 
1,@DisciplineCC yeah. It was awesome though! I ended up not too far from where I was for the soundcheck. JA was amazing too! 
0,"@valentineskid nah can't get it I don't think..only got Freeview!  oh well never mind, least it's not Tennant, then I would be upset!"
0,"@stevienixed Aw sweety, hope you feel better. Killer headaches really do suck.  ::hugs::"
0,@heylivhey my husband is on the comp 
1,@ForbesFuture why limit your story to 140 ch. Tell all what is #annoying you at www.iamsoannoyed.com 
1,"MOVIE NIGHT, Havent Done This In A While,  Junkfood, Horror Flick, Lights Down, Cozy Couch, You Cant Ask For More On A Rainy Friday Night "
0,@Mooley thanks ;) grass needs cutting again now tho 
0,So now again im back on the road and gainesville bound...woop woop??? So sleepy 
0,"@supercoolkp  my sympathies. i found an ice pack helped somewhat. Oh, and pain killers!"
0,@JonathanRKnight it is very sad  A lot of my good friends told me the same thing... life is short... live each day as if it is your last
1,@CRAZiixLOVEE Aww you are the sweetest!  Ilysm! &lt;3
1,@chandiecandy its coo lil booty i didnt want yo lasagna neway i had a late nite in n out burger what??? 
1,@Lhjunkie I would like spidey sense 
1,@karagann Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
0,No internet  weather has messed it up! Its is pelting it down  x
1,@cdubflysociety Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1,FiveEpicLeftovers has 7 subscribers.  Us five plus two others. Haha
1,@hardfest there was a drawing last night@ trust from @danceoutfit for a pair! 
0,It's freakin' hot and humid today. 
0,ooh cant watch bgt until my guests have gone. meh. Otherwise I'll know whos won 
1,@Omargunz what you should eat for lunch. Let me stop. Im just sleepy and giggly this am 
0,@ixde I don't know. I just heard that the chance of survival equals zero  Yeah 26 german people were on that plane. Let's god be with them
0,@Andihero lucky. I'm deciding on costumes with a ladyfriend and sitting about while dad and cousin drink beer. I don't like beer 
1,@LilyGreenXxX i'll post on my twitter &quot;LilyGreenXxX R.I.P&quot; 
1,Anna was getting ready to do a Tandem Skydive with her brother Albert!  http://short.to/dm2a
0,"@leahblonde I'm jealous that Peter's is doing free shakes, thats one spot I miss. "
1,June 5th - aunt June 12th - 8am (zzz...) - counsin June 12th - 5pm (  ) - BFF 
0,"my collar bones are appearing out more,but i want them fully fully out "
0,Can sum1 gimme a shout when the OS 3.0 update reaches the UK  - sad times cuz I'm at work so gotta wait either way (((sheds a tear)))
0,@iciaramirez Aw! Reminds me of when you went to my dad's!!  Condolences.
1,"@babblingbrookie btw, was dave there too? Cuz doesn't he like sports a lot? lol "
1,"My Ideal Man ;) : http://bit.ly/gvQ5J  LMAO ftr I am joking, but he's amazing, the voice? aaaah â¥ it "
0,Feels like I'm one of the luckiest girls in this awesome world!! I went to every @DavidArchie event!! Except Magic  he is so nice!
0,@Hollowbabes aaaaw that's so sad poor thing 
1,@Ben_Hall That usually adds up to the same thing... a sad Ben. 
0,@DanversHerald I am lost. Please help me find a good home. 
0,@sebdutrieu sorry I just saw tttiiiittts in that message - it stopped my scrolling dead :0) but then I realised I was just seeing things 
0,@RedAntiques ah that is a good idea - want to be able to send things out all the time but can usually only on Saturday 
1,@tweetles NIce! What consoles you got? 
0,@jimithing_41 don't comment..i'm in trouble with my man...better go delete right now! 
1,"@mariedancerr i might go to the birmingham show, "
0,I've Gone Downstairs For Breakfast!! See If I Can Actually Eat. Cos I've Had Two Teeth Out 
0,Doing a little homecleaning before a new week of working starts tomorrow  But only 3 days this week )))
1,"@scottrmcgrew umm, I've been very creative today, haven't I? Can't top that "
0,@typezero3 yeah I am  things I do for my kids...
1,@zross09 Good morning! How's the weather in Scotland today? 
0,i just walked into the wall 
0,"@goddessgreeneye i told you he is very sweet, but i scared him away "
0,STILL NO SIGNS  @ PGHPENGUINS THE TEAM BETTER NOT DO THIS TO US 
1,"@nkotbahamas2009 http://twitpic.com/663o8 - how much rehearsing do they do? lol. uh, nice underwear "
0,Leaving for the wedding. EXCITED! Grrr rain 
0,ARGGH. folding my clothes. 
1,"@mellowdi  Awww...you're awesome! My hubby is in Germany until July, but I'll tell him. He's a MD boy, knows how to def take care of me.  "
1,@Cztron  thank u!!! you're the beeeessst!
0,@michxxblc Hey...I asked where you was at!!!! 
0,"@sarah_janes I've made about 10 bucks so far, its been slow too "
0,I have an exam tmro and all I've been doing is nothing 
1,"@magpiecreative Thanks, I'm going to look that up "
0,disadvantage of stayin home: hav to do chores. just finished washing dishes 
1,@Orion_Girl OOC: I got it from @AislynnHess 
1,Redboxing it with the crew. The smell of deet is going to be overwhelming...but we won't be itchy 
1,@_Flik_  just filter out the follows 
1,I think it's damn good of the organizers to outreach to other communities and get them in. But bit lost on my own in there  #sotr09
1,"@DDubsTweetheart LMFAO! Well, good!  I'm having fun. I'm also watching Dane Cook so, I can't stop laughing!"
0,@fromthestars AWW  Can i help in any way? 
1,@Meh_L_ee_ not fair - lily allen/? i love that song too! 
1,@Marcus105 yes they are and according to @Trish1981 melons are gourds too. who knew? 
0,@MsWatty the chocolate yes...everything else no  sorry
0,"@nkotblorib I know, right??? I guarantee the second I leave...he goes live "
1,big ups go to @seanonwild for the arbys! ty bro! 
0,@soo59 I AM working if that's any consolation.. just struggling to achieve anything 
1,"&quot;My hand in yoursï¿½ Baby, I just canï¿½t wait!!!&quot;  enjoyy!!"
1,@SoulOne mine is kix 
0,@stfumichelle awwh thank you! it means heaps. yeah it's really hard to ignore them when there always there though! 
1,"@JennyBlabla http://mattpproject.webs.com/index.htm Send something for Matt Prokop's Birthday Project, pretty please "
0,@sam_h786 as ur coming on to here im just off to bed  hows ur day been? x
1,@VivaAnael I agree 
1,@MissKemi good morning to you  Although it is 8pm down under in NZ 
0,@empika yeah boo on no PSN support  PC will do me just fine though ..and new monkey island  YAYY
0,@suziperry summer?? It's pouring down up here today 
1,@AnikoHeartsJon I know! I like live 30mins away from the Arena! This will be an experience of a lifetime!! Have a good day Aniko 
1,sunday! woohoo! 
1,eating menudo. my favorite! yum-yum. 
1,@crackberryfreak  another joining 
1,@AmyatQ13 Amy did u already check out the antics of Parella and Marcia? @ParellaLewis @madnewschick news... and entertainment on Twitter 
1,@mhaemee Not really sure. Hahah. ask @steph_davies but I think she doesn't want to talk about it anymore. 
1,"@arabidopsis O.o that's alot! I think at my worst I was almost a packet a day, but realised it was a stupid habit. "
1,"@PJPRI Just go near a hive, they'll tame you! "
1,@RaraACTIVE my chapter should be up tonight 
0,We have had a Service 5 breakdown  getting a replacement out asap but there is currently a gap in service. Really sorry!
0,@ImajicArt at least its cool   i wish i had a car - i'd go to the beach today - its to far to walk and i dont have money for the bus!! 
0,"http://twitpic.com/6ectj - and on June 13, The Rodriguez cousins will once again reunite! haha! I miss the Escobar Hoodies though..  M ..."
0,Oh man. @ThelastDoctor seems to be dying. 
0, I just wanna feel better. Now I'm freezing!
1,Only as an ex-police officer can I get messages that say &quot; will call soon at a strangling&quot; sometimes I miss it 
1,Everybody check out @ItsTyraB's song &quot;You givin' me a rush&quot; its amazing  &amp; its a version of @PaulaAbdul's &quot;Rush Rush&quot; http://bit.ly/3bVs7
0,stomach hurts.  i hate exclamation points 
1,"@frodofied thanks sir, I appreciate the follow! "
1,@lozkent yeah i did   hahaha! xx
1,@mamasource thanks for the follow 
1,@SohanaB @LegalCookie heh heh heh. Texas is a BIG state. Law schools in every major city. Good luck. 
